thread_id,email_id,quotation,quotation_code,email_final_code
245912,245922,"tjmax is also reported as temp_crit cputemp_read_die(), for example.",neutral,civil
498594,590551,And what is a recent -stable kernel?,neutral,civil
467091,479249,If you want.,neutral,civil
174735,199701,This looks like a MASSIVE code duplication.,neutral,civil
521470,533953,"Looks like the cros_* family is increasing quickly lately (cros_ec, cros_pd, cros_scp, cros_ish, cros_fp ...) and I am wondering if we are really doing well all this.",neutral,civil
391895,397649,"Is this the level of optimizations, you're thinking about?",neutral,civil
289026,271213,I do not see anything like that.,neutral,civil
391895,397649,The scheduling decision does not cause any lock contention by itself.,neutral,civil
245912,245922,Please use bool.,neutral,civil
402510,413778,Making the knob opt in per PMU does not need all PMU owners to be involved.,neutral,civil
467091,471421,"Sorry, with the proliferation of sensors I cannot see a multi master  sensor network based on USB.",neutral,civil
422694,423291,"Yes, I'm annoyed by mindless changes.",neutral,civil
170193,188745,"[...]   ok   ok, this is all new stuff to me ...",neutral,civil
202437,505099,"Just so you know, I'll reject any future patch series that do not follow these rules.",neutral,civil
498594,590551,It's not about detailed limits for particular systems.,neutral,civil
210458,210463,"Wait, clang does not have that?",neutral,civil
202437,513970,* Will you accept increasing risks because of bigger patch sizes?,neutral,civil
169133,179802,"Ideally, I think the negotiation failure should end up (optionally, in addition to the current behavior) in some configurable sleep, then the negotiation should restart.",neutral,civil
331266,331355,Why are you using a custom device class for a single device?,neutral,civil
266279,266313,"Usually, it doesn't require any special privilege to call this ioctl, but, even if someone changes its permission to 0x400, a simple lsusb output is enough to know what hardware model is there.",neutral,civil
378505,379417,Can you please re-run and report the results for each patch on the ramdisk setup?,neutral,civil
174735,174850,Are you moving checks from the core subsystem to drivers ?,neutral,civil
331266,331355,"You aren't adding"" any attributes here  you are only setting them up (in an odd way  see below...)   That's an oddly-hard-coded array size for no good reason :(    This works?""",neutral,civil
402510,413650,Who would you recommend I add?,neutral,civil
391895,397649,I did look over much of that research.,neutral,civil
476403,477115,Anybody that has trouble with 0/1 vs false/true needs to stay the heck away from C.  I would suggest we delete that stupid coccinelle scripts that generates these pointless warns.,neutral,civil
245912,245953,I find this hard to read.,neutral,civil
207400,207934,But maybe you could expended the core mux code to allow the i2c_mux_core structure to contain a transfer function?,neutral,civil
402510,413768,"did not bother = negative connotations ""ignored"" = negative connotations  Note instead the time lapse between this and previous posting of the  series  and if you want to assume something assume things can get  missed and forgotten without intent or malice.",neutral,civil
207400,207934,Cool.,neutral,civil
245912,245953,This interrupt is only for the peci device.,neutral,civil
402510,413768,Wrong attitude what?,neutral,civil
498594,574882,The 'Affected processors' section right below this is very clear about this being an Intel only issue (for now).,neutral,civil
210458,210459,"So this is a case of the compiler trying to be smarter than it really is, and getting things totally wrong :(  Has anyone reported this to the clang developers?",neutral,civil
391895,397297,"The cgroup stuff needs cleanups and optimization, not this.",neutral,civil
266279,267299,"Btw, on almost all media drivers, the implementation for enumerating the supported formats are the same (and we have a few other VIDOC_ENUM_foo ioctls that usually do similar stuff): the V4L2 core calls a driver, with looks into an array, returning the results to the core.",neutral,civil
245912,245922,One set of ( ) is unnecessary on each side of the expression.,neutral,civil
169133,204633,"Do not use attachments to fix this problem, the patch must be inline after your commit message and signoffs.",neutral,civil
245912,245922,Shouldn't this result in probe deferral or something more useful instead of just being ignored ?,neutral,civil
402510,414266,And that's all I'm asking for aside of making it opt-in instead of a wholesale expose everything approach.,neutral,civil
346223,347267,"Can we instead simplify their lives by providing better documentation or informative printks or better Kconfig text, etc?",neutral,civil
152625,157636,"Hi,  Thanks for the details.",neutral,civil
541450,542126,"I get wanting to support running applications built for newer kernels on older kernels, but thats just not something that we do, and to say thats broken is misleading.",neutral,civil
202437,745390,Would you like to answer my still remaining questions in any more constructive ways?,neutral,civil
306145,317171,Look at what mmd_phy_indirect() does.,neutral,civil
336834,337316,It's likely because you infer about certain aspects which are not clearly stated in the deadlock report.,neutral,civil
169133,179802,"On the other hand, perhaps applying it as is and forgetting about the issue is the way to go.",neutral,civil
424089,424518,And presumably there will be decent benefits to whoever is actually using this code.,neutral,civil
482005,482038,"How about grabbing the references to all victims (*before* screwing with ksys_close()), sticking them into a structure with embedded callback_head and using task_work_add() on it, the callback doing those fput()?",neutral,civil
266279,266313,"Even assuming that the OS doesn't have lsusb, that /proc is not mounted, that /dev/video0 require special permissions, that the potential attacker doesn't have physical access to the equipment (in order to see if an USB board is plugged), etc... What possible harm he could do by identifying a hardware feature?",neutral,civil
377230,377461,Hence leaving it out of the loop you put below will cause the journal to get stuck in the spurious wakeup loop below and be unable to make progress.,neutral,civil
202437,513970,* Are you looking for further improvements around development tools   like patchwork and quilt?,neutral,civil
431048,432750,I do not understand the patch wording to address this at all.,neutral,civil
202437,505099,I'll take the Fix a possible null pointer patch since it is an actual bug fix  but will reject the others  not just this driver but all of them that are currently pending in our patchwork ().,neutral,civil
377230,377461,Why do you need to delete the ticket from the queue here?,neutral,civil
402510,413538,CC'ed now.,neutral,civil
391895,397297,"Such things (gang scheduling VMs) _are_ possible, but not within the confines of something like CFS, they are also fairly inefficient because, as you do note, you will have to explicitly schedule idle time for idle vCPUs.",neutral,civil
377230,377461,The current code only wakes up enough waiters to consume the newly available space and it queues new waiters to the tail of the queue.,neutral,civil
402510,413698,And we might as well come to the conclusion via analysis that for some PMUs unpriviledged access is just not a good idea and exclude them.,neutral,civil
391895,397649,"What I didn't like about many of them, is that evaluation is based on a prototype that -- while making the point that coscheduling might be beneficial for that use case -- totally screws over the scheduler for any other use case.",neutral,civil
168169,173259,"I think introducing a single parameter that controls both CG, PG, and automatic reclocking would be safer.",neutral,civil
498594,573990,Same is true for for really big 64bit systems.,neutral,civil
377230,377461,This leads to landmines and incorrect non-FIFO behaviour...   .... here.,neutral,civil
498594,573986,Huch?,neutral,civil
467091,471458,I think you didn't read my reply carefully.,neutral,civil
314071,314224,"I have a similar patch in the VFS in Google's internal data center kernel, as well as an internal patch which implements support for this flag in ext4.",neutral,civil
391895,397649,"Yes, I do.",neutral,civil
289431,289688,We wouldn't want to record that again at syncfs time.,neutral,civil
167856,174594,That's why I try to add the bias support.,neutral,civil
210458,210463,"confused,",neutral,civil
467091,479249,Yes.,neutral,civil
347183,348381,Anyway-that's why your explanation doesn't make sense: the deadlock is happening because we're calling pm_runtime_get_sync().,neutral,civil
202437,191235,Do you need any additional development resources?,neutral,civil
289026,271213,"adjust_pool_surplus is simply and  As you said, my patch did not consider handling when manipulating the pool.",neutral,civil
207400,208141,"No, at this point it requires both I2C and OF.",neutral,civil
266017,266029,"Well, I am not sure.",neutral,civil
368515,368789,There is simply not enough support in /proc/PID/maps or smaps to get this information.,neutral,civil
245912,245922,There is a lot of duplication in those functions.,neutral,civil
258997,260189,Can you fix it correctly by replacing the 'switch' by a 'if' instead of adding dead branches to please gcc?,neutral,civil
422694,423291,"You must have noticed that this  was the end of a continued sentence, as you even quoted it in the commit  message.",neutral,civil
239101,240572,"I also noted that reqdata_arr[b].req was not released properly, this is also fixed.",neutral,civil
391895,397649,No need to touch each and every task.,neutral,civil
391895,397649,As I said in the text you quoted: coscheduling comes with its own set of advantages and disadvantages.,neutral,civil
170193,188745,ok   I'll move it to the Use section.,neutral,civil
402510,413698,opt in and not opt out.,neutral,civil
289431,292003,"So to return errors correctly, xfs_fs_sync_fs() needs to capture errors from the log force (i.e.",neutral,civil
221804,221853,Noise.,neutral,civil
245912,245922,What if nothing is found ?,neutral,civil
245912,245922,"Am I missing something, or is the same temperature reported several times ?",neutral,civil
498594,574882,"For further correctness, this needs to mention that !PAE enabled kernels cannot do PTE inversion at all.",neutral,civil
391895,397649,"Just because you find one example, where it is a bad idea, doesn't make it a bad thing in general.",neutral,civil
173287,173288,To share the lock you will need to provide unlocked versions of the read and write functions and use those if the lock has already been taken.,neutral,civil
165657,169349,I really don't like fiddling with that variable.,neutral,civil
289431,292003,Where did this come from?,neutral,civil
165657,169349,It actually should tell WHY it is vulnerable despite having had protection in place before the module was loaded.,neutral,civil
498594,573990,3GB system running 32bit kernel is not protected.,neutral,civil
346223,347267,Random system administrators?,neutral,civil
498594,574882,What is the advertisement part again?,neutral,civil
289026,292839,Just look at what [sw]hould when you need to adjust accounting - e.g.,neutral,civil
422694,423291,"Considering the above added context, I have to say that this mindless  change is not an improvement, as you have just destroyed the continued  sentence from the previous comment.",neutral,civil
402510,413650,"Because  incompetent sysadmin will turn it off for some PMU, while without having  the fine-grained control they wouldn't turn it off globally?",neutral,civil
467091,479249,"You think your DW IP is so complex and configurable that it requires several source files, fine, but please don't force others to do the same.",neutral,civil
303621,305468,The SPDX header is explicitly here to remove the license text and create a tag that is in a indirect reference to the license text in LICENSES.,neutral,civil
424089,424518,Most important architectures appear to define __HAVE_ARCH_MEMCMP.,neutral,civil
391895,397649,"Hence, once you    have a relatively stable situation, lock contention is not an issue.",neutral,civil
289026,291846,"This series would allow surplus pages to be accounted for in the default  memory controller, or the hugetlb controller or both.",neutral,civil
207400,208102,I am using request_threaded_irq with thread_fn with thread_fn (vs handler).,neutral,civil
498594,573986,Care to tell what's a lie instead of making bold statements?,neutral,civil
202437,513970,I guess that this handling will trigger more communication challenges.,neutral,civil
266279,267299,"), and, for every new one, to take care to avoid introducing it again during patch review process.",neutral,civil
391895,397649,Or do you want to throw away the whole nested CFS RQ experience in the code?,neutral,civil
391895,394633,__switch_to_asm+0x34/0x70 [  144.783317]  ?,neutral,civil
169133,193114,"Ideally, I think the negotiation failure should end up (optionally, in addition to the current behavior) in some configurable sleep, then the negotiation should restart.",neutral,civil
170193,170197,"Most of the people reading it are likely wanting to learn how to *use* this API, I think it would be best to not leave them frustrated.",neutral,civil
152625,156871,"Not perfect, but a first solution.",neutral,civil
541450,543076,Thats correct behavior.,neutral,civil
467091,471421,"Yes, we already talked about secondary master support.",neutral,civil
391895,397297,"It is after all, perfectly possible to run a kvm thingy without cgroups.",neutral,civil
402510,413698,"Sure, and this wants to be documented in the cover letter and the changelogs.",neutral,civil
245912,245922,How does this make sense ?,neutral,civil
498594,576302,"I initally used less strong words, only to get Care to tell what's a lie instead of making bold statements?",neutral,civil
289026,271213,"As you said, it must be an alien.",neutral,civil
289026,292549,Well such a usecase requires an explicit configuration already.,neutral,civil
165657,169349,This really can be done in a cleaner way.,neutral,civil
169133,179802,"I remember the PPP standard is a bit cloudy about the possible issue, but the latter indeed exists (the PPP state machine was written directly to STD-51).",neutral,civil
498594,576302,"The kernel ensures that the address bits of PTEs, which are not -   marked present, never point to cacheable physical memory space.",neutral,civil
266279,266313,Please enlighten me: how do you think this could be exploited?,neutral,civil
168169,173259,Thanks a lot for all this work!,neutral,civil
377230,377461,"I see other places in the transaction subsystem that are hot (e.g the CIL context lock), but not the space reservations.",neutral,civil
170193,188745,I will add a reference to the selftest file.,neutral,civil
374095,374559,Please use your real name.,neutral,civil
254985,255085,Thanks!,neutral,civil
258997,260193,However could we please defer this to v4.17 and merge the current set of Exynos thermal fixes/cleanups (they simplify the driver a lot and make ground for future changes)?,neutral,civil
307410,349339,So the change you propose will actually break the how it was designed.,neutral,civil
431048,432750,This phrase specifies which email addresses can be published.,neutral,civil
498594,574206,"If you can get that, and preferably resubmit with a less condescending changelog, I can pick it up.",neutral,civil
541450,542126,"Older applications are required to run on newer kernels, but not vice versa, which is what you are asking for.",neutral,civil
159308,177720,The second for the KVM 'make SError pending' API.,neutral,civil
202437,505193,I would appreciate further indications for a corresponding change acceptance.,neutral,civil
169133,193114,"On the other hand, perhaps applying it as is and forgetting about the issue is the way to go.",neutral,civil
391895,397649,"The current one, is what I considered most suitable among some alternatives under the premise I was working: integrate coscheduling in a scheduler as an additional feature (instead of, eg, write a scheduler capable of coscheduling).",neutral,civil
498594,590551,Care to check how pte_present() is implemented across the architectures?,neutral,civil
258997,260193,I'm not the one that added this switch statement (it has been there since 2011) and I would be happy to remove it.,neutral,civil
467091,471421,If you prefer later I'm ok with that.,neutral,civil
521470,533953,personally I have some concerns.,neutral,civil
346223,347267,Is that sufficient?,neutral,civil
261866,263843,"Sorry, but this is a hack to *try* to make multi-slot work and this isn't sufficient.",neutral,civil
289026,292549,I do not really think this is a good idea.,neutral,civil
402510,413768,"Sure, but you also used the word pile and I would argue that made the  rest of your sentence  after and including ""instead""  sound like it not  only bothers you I forgot to Cc people on the cover letter  but it also  bothers you I included a ""pile"" of my own addresses.",neutral,civil
207400,208102,ok   can you point me to an example dts/driver?,neutral,civil
391895,397649,"That said, it is not as bad as you make it sound for the following three reasons:  a) The amount of CPUs that compete for a lock is currently governed by the    cosched_max_level command line argument  making it a conscious decision to    increase the overall overhead.",neutral,civil
239101,240255,BUT please do note that the patches I pushed to linux-dm.git were rebased on top of the 'check_at_most_once' patch.,neutral,civil
402510,413538,I don't see anyone Cc'ed on the whole series.,neutral,civil
266017,266029,"Could you please give me hints, how to debug this  further?",neutral,civil
347183,349692,"If there are functions which are called from drm_dp_mst_link_probe_work() as well as from other contexts, and those other contexts need a runtime PM ref to be acquired, you need to acquire the runtime PM ref conditionally on not being drm_dp_mst_link_probe_work() (using the current_work() technique).",neutral,civil
377230,377461,"If you see lots of them, it's typically a sign of an inappropriately configured filesystem for the workload being run.",neutral,civil
377230,377461,correctness) requires FIFO ticket ordering behaviour be maintained.,neutral,civil
245912,245953,"Given the regmap_read is always going to be a memory read on the aspeed, I can't think of a situation where the read will fail.",neutral,civil
377230,377461,"This breaks the guarantees of ordered forward progress the grant queue provides permanent transaction reservations and hence opens us up to log space deadlocks because those transactions can't move their objects forward in the log to free up space in the log...  Also, I note that wake_q_add() assumes that the wake queue is a local stack object and so not subject to concurrency - it explicitly states this in the code.",neutral,civil
391895,397649,I'll have to read up some more code to make a qualified statement here.,neutral,civil
391895,397297,You now basically require steal time and IRQ load to match between CPUs.,neutral,civil
541450,543076,"At issue is the size of the structure sctp_event_subscribe, and the fact that in several instances over the last few years, its been extended to be larger and encompass more events to subscribe to.",neutral,civil
498594,573990,"If I do what dmesg suggests, this becomes untrue:  # The Linux kernel contains a mitigation for this attack vector, PTE # inversion, which is permanently enabled and has no performance # impact.",neutral,civil
347183,349692,Why isn't that == ?,neutral,civil
336834,337316,"Without doing some mental diffs between the backtraces, it's not possible to see the chronological order of consuming the locks.",neutral,civil
347183,349692,This means that you don't have to acquire any runtime PM references in or below drm_dp_mst_link_probe_work().,neutral,civil
541450,543076,This works fine for the same reason as (1).,neutral,civil
402510,413768,I did not mention Google.,neutral,civil
168169,173259,"As far as I understand, you only have per-engine control whether you want to enable CG or not.",neutral,civil
374095,374559,1st Signed-off-by and patch author should match.,neutral,civil
347183,348381,If we were to make that call conditional (e.g.,neutral,civil
391895,397649,"With respect to the need of cleanups and optimizations: I agree, that task groups are a bit messy.",neutral,civil
245912,245953,"If you decide that you do need to probe here, please add a comment.",neutral,civil
498594,590551,That's truly important because its widely deployed in the cloud space and elsewhere.,neutral,civil
266918,269136,"Sorry for the annoyance,",neutral,civil
391895,397297,IOW it's completely friggin useless for L1TF.,neutral,civil
202437,191235,Do any contributors get into the mood to take another look at software updates from my selection of change possibilities in a more constructive way?,neutral,civil
476403,478120,"We muck with hardware, we'd better know how the heck",neutral,civil
467091,479249,It depends what you do with those source files.,neutral,civil
391895,397649,"This patch set should just"" give the user the additional ability to coordinate scheduling decisions across multiple CPUs.""",neutral,civil
210458,210459,"Wait, what?",neutral,civil
539613,546296,Now they look a bit weird.,neutral,civil
170193,170197,This seems like a relevant and important aspect of the API that shouldn't be buried in the middle of a section talking about random things.,neutral,civil
258997,259513,I'm really sorry for this.,neutral,civil
245912,245953,"If not, putting a sleep in the _probe will hold up the rest of drivers from being able to do anything, and hold up boot.",neutral,civil
174735,199976,It is source code duplication.,neutral,civil
402510,413768,If that wasn't your  intention in the slightest then I apologise for misreading it.,neutral,civil
169133,193114,"Anyway, this issue have to be fixed.",neutral,civil
377230,377461,Where's the hunk context in your headers?,neutral,civil
336834,337316,I still hope that I can get some feedback from community regarding the actual cpufreq-related issue pointed out in the splat.,neutral,civil
377230,377461,This doesn't generally doesn't happen because the space accounting tends to prevent multiple wakeups.,neutral,civil
336834,337316,there is no clue what is the time/point of acquiring 'cpu_hotplug_lock.rw_sem' relative to the other locks.,neutral,civil
498594,573990,"The kernel ensures that the address bits of PTEs, which are not -   marked present, never point to cacheable physical memory space.",neutral,civil
152625,156871,I think that's a pity.,neutral,civil
378505,379417,"And, please, include the mkfs.xfs or xfs_info output for the ramdisk filesystem so I can see /exactly/ how much concurrency the filesystems are providing to the benchmark you are running.",neutral,civil
202437,505099,Just use common sense when posting these things in the future.,neutral,civil
402510,413650,"As such,  for this specific use case at least, the security is increased.",neutral,civil
431048,432750,(They usually plan to share it with the world for their financial benefit.),neutral,civil
368515,368789,Having a CODE_PAGE_SIZE is therefore useful.,neutral,civil
245912,245922,Does this mean there will be an error message for each non-supported CPU ?,neutral,civil
245912,245922,There is again a lot of duplication in those functions.,neutral,civil
168169,173259,"What you call BLCG and SLCG levels just mean don't use the boot values  but rather use our values (taken from nvidia)"".""",neutral,civil
167856,174594,"As a consequence of enabling strict mode, I have to find another way to configure the pins.",neutral,civil
210458,210461,Q: What is the most annoying thing in e-mail?,neutral,civil
431048,432750,I can put an email address in a tag _if_ it is ordinarily collected by the project,neutral,civil
245912,245953,"Again, a memory mapped read won't fail.",neutral,civil
402510,414000,The channels always exist in form of timing variances for any shared resource (like shared caches or shared memory/IO/interconnect bandwidth) that can be measured.,neutral,civil
391895,397297,"There are known scalability problems with the existing cgroup muck, you just made things a ton worse.",neutral,civil
202437,191241,"I prefer the first approach, but it's up to you.",neutral,civil
391895,397649,"That is, if you have tuned the scheduler to your workload or your workload depends on some CFS feature to work efficiently (whether on purpose or not), then running with this patch set should not change the behavior of said workload.",neutral,civil
431048,432750,"building linux"" is not the patch wording.""",neutral,civil
541450,543076,4) Application is built against kernel B and run on kernel A.,neutral,civil
467091,479249,"If they are to be exposed directly as modules, then they should be prefixed (i3c-<role>-<vendor>.c).",neutral,civil
261866,263843,"However, inventing a mmc bus lock would lead to other problems related to I/O scheduling for upper layers - it simply breaks.",neutral,civil
202437,196318,Can you handle bigger patches really better than similar patch series?,neutral,civil
174735,199600,in security-sensitive code?,neutral,civil
207400,208102,I'll propose something like the following in v2 right - thanks!,neutral,civil
222860,230472,"FYI, previously, the same defconfig was used for all  STM32F7 boards (ie /stm32f746-disco_defconfig).",neutral,civil
245912,245953,Why is it marked as shared?,neutral,civil
368515,368789,This is important to improve code and data layouts.,neutral,civil
402510,413650,It is simply a  question of what I have in .gitconfig vs what I forgot to do manually.,neutral,civil
202437,191275,It is usual that integration of update suggestions will take some time.,neutral,civil
377230,377461,"Ok, what about xlog_grant_head_wake_all()?",neutral,civil
391895,397297,'some additional lock contention' doesn't even begin to describe that horror show.,neutral,civil
202437,513970,Our common sense seems to be occasionally different in significant ways.,neutral,civil
222860,223039,"(IOW, I would say over my dead body  but I have no power here.)",neutral,civil
207400,208159,"will fix   will fix   will do   could also return -EINVAL but not with the args I'm passing in so I'll change it to: return PTR_ERR_OR_ZERO(hwmon),  Thanks!",neutral,civil
391895,397297,Have you actually read your own code?,neutral,civil
422694,423291,"TL,DR, if you are desperate to fix the problem"" with this fall through  comment  please do so in a way that preserves overall readability.""",neutral,civil
245912,245916,"As per the in-kernel documentation, I am now allowed to make fun of you.",neutral,civil
377230,377461,"That's not the case here - the wake queue is part of the grant head, and so is subject to extreme concurrency that is tempered by a spin lock.",neutral,civil
331266,331847,Thanks.,neutral,civil
541450,541515,"Given that the structure has already been extended several times, there is pretty much nothing to keep this from happening again and again.",neutral,civil
289026,292549,If you need a greater flexibility then just do not use hugetlb at all and rely on THP.,neutral,civil
424089,424518,What the heck does __visible do?,neutral,civil
289026,271213,"Thanks to the interaction up to here, I understood that my solution is inappropriate.",neutral,civil
391895,397297,"Also, I think you're sharing a cfs_rq between CPUs:  +       init_cfs_rq(&sd->shared->rq.cfs),  that is broken, the virtual runtime stuff needs nontrivial modifications for multiple CPUs.",neutral,civil
266279,266313,"In the specific case of tm6000, all hardware supports exactly the same formats, as this is usually defined per-driver.",neutral,civil
289026,294078,"I could not understand the intention of this question, sorry.",neutral,civil
289431,289688,We really do need to record it in the superblock as soon as possible after an error occurs.,neutral,civil
391895,397649,"If someone doesn't need it, they don't have to use it.",neutral,civil
476403,477136,What crap..,neutral,civil
391895,397297,The per-cpu IRQ/steal time accounting for example.,neutral,civil
336834,337035,And all that for data that I've never needed and never even considered useful when looking at lockdep output.,neutral,civil
245912,245922,Would it be possible to find common code and use functions for it instead of duplicating everything several times ?,neutral,civil
258997,259457,"If people don't care enough about their code to even check the warnings, I'm not going to waste one second pulling the resulting garbage.",neutral,civil
307410,311549,This is fixing a regression that broke previously working code in the only sensible way I can come up with.,neutral,civil
165231,165261,"How about adding an additional patch on top taking into account the ignore_children flag and folding that into the series, kind of as you also suggested?",neutral,civil
365796,367764,"Some description will be needed for sure, but I don't expect it to be overwhelmingly lengthy.",neutral,civil
377230,377461,"At minimum, I need to see the output of the xfs_info command on your test filesystem.",neutral,civil
391895,397649,":) For example, it is still possible to set affinities, to use nice, and to tune all the other existing CFS knobs.",neutral,civil
169133,177084,I think you are making changes to the symptom rather than the true cause of the problems you are seeing.,neutral,civil
377230,377461,"hence we only care about correctness in this path, not performance optimisation.",neutral,civil
402510,413538,Just throwing magic knobs at sysadmins and then saying 'its their problem to figure it out' is not acceptable.,neutral,civil
378505,378562,"Without that information, we have no idea what the slow path impact on peformance actually is, and whether it is worth persuing optimising slow path behaviour that very, very few production environments see lock contention in....",neutral,civil
202437,191241,"One last time: either post per-driver patches with all the cleanups for a driver in a single patch, or a per-directory patch (drivers/media/pci, usb, etc) doing the same cleanup for all drivers in that directory.",neutral,civil
202437,505195,"Yes, and you were told not to do it like that again.",neutral,civil
347183,349692,Communication with an MST hub exceeding the autosuspend timeout is just one scenario where this bug manifests itself.,neutral,civil
216128,216130,Can you possibly send the entire series again and CC all patches to linux-acpi and fix the kbuild warnings if the are relevant for that matter?,neutral,civil
498594,574882,Also it has nothing to do with the bit-width of the hardware.,neutral,civil
571417,571702,I'm hoping this will greatly reduce the risk of future leakage.,neutral,civil
221804,221853,Hmm... Can't you use devm_ioremap_resources() to get the virtual address for I/O ?,neutral,civil
467091,471458,Looks like there's a misunderstanding here.,neutral,civil
391895,397649,"In this patch set, the scheduling of idle time is merely"" a quirk of the implementation.""",neutral,civil
289431,289688,I'm not sure I understand what you intend here.,neutral,civil
541450,543076,Nominally an application will use this structure (roughly) as follows:,neutral,civil
266918,267111,"Also, please fix the indentation of the functions whose arguments span multiple lines as has been pointed out to you in patch feedback.",neutral,civil
422694,423291,"So, this paragraph  is not describing the change.",neutral,civil
365796,367764,IMHO having all the LED class device related configuration in one place simplifies the analysis.,neutral,civil
